,gene_id,Gene names,type
455,ENSMUSG00000005124,Ccn4 Elm1 Wisp1,cytoplasm
456,ENSMUSG00000005125,Ndrg1 Ndr1 Ndrl Tdd5,nucleus
457,ENSMUSG00000005148,Klf5 Bteb2 Iklf,nucleus
458,ENSMUSG00000005150,Wdr83 Morg1,nucleus
459,ENSMUSG00000005198,Polr2a Rpii215 Rpo2-1,nucleus
460,ENSMUSG00000005204,Senp3 Smt3ip Smt3ip1,nucleus
461,ENSMUSG00000005232,G6pc2 Igrp,integral membrane
462,ENSMUSG00000005233,Spc25 Spbc25,nucleus
463,ENSMUSG00000005251,Ripk4 Ankrd3 Pkk,cytoplasm
464,ENSMUSG00000005262,Ufd1 Ufd1l,nucleus
465,ENSMUSG00000005267,Znf287 Skat2 Zfp287,nucleus
466,ENSMUSG00000005268,Prlr,integral membrane
467,ENSMUSG00000005299,Letm1,integral membrane
468,ENSMUSG00000005312,Ubqln1 Plic1,cytoplasm
469,ENSMUSG00000005355,Casp14,nucleus
470,ENSMUSG00000005362,Crbn,nucleus
471,ENSMUSG00000005364,Il5ra Il5r,integral membrane
472,ENSMUSG00000005370,Msh6 Gtmbp,nucleus
473,ENSMUSG00000005371,Fbxo11,nucleus
474,ENSMUSG00000005373,Mlxipl Mio Wbscr14,nucleus
475,ENSMUSG00000005410,Mcm5 Cdc46 Mcmd5,nucleus
476,ENSMUSG00000005413,Hmox1,nucleus
477,ENSMUSG00000005442,Cic Kiaa0306,nucleus
478,ENSMUSG00000005447,Pafah1b3 Pafahg,cytoplasm
479,ENSMUSG00000005465,Il27ra Tccr Wsx1,cytoplasm
480,ENSMUSG00000005469,Prkaca Pkaca,nucleus
481,ENSMUSG00000005481,Ddx39a Ddx39,nucleus
482,ENSMUSG00000005483,Dnajb1 Hsp40 Hspf1,cytoplasm
483,ENSMUSG00000005493,Msh4,nucleus
484,ENSMUSG00000005501,Usp40,nucleus
485,ENSMUSG00000005503,Evx1,nucleus
486,ENSMUSG00000005506,Celf1 Brunol2 Cugbp Cugbp1,nucleus
487,ENSMUSG00000005514,Por,integral membrane
488,ENSMUSG00000005534,Insr,nucleus
489,ENSMUSG00000005540,Fcer2 Fcer2a,integral membrane
490,ENSMUSG00000005566,Trim28 Kap1 Krip1 Tif1b,nucleus
491,ENSMUSG00000005575,Ube2m Ubc-rs2 Ubc12,nucleus
492,ENSMUSG00000005580,Adcy9,integral membrane
493,ENSMUSG00000005583,Mef2c,nucleus
494,ENSMUSG00000005609,Ctr9 Kiaa0155 Sh2bp1,nucleus
495,ENSMUSG00000005611,Irag1 Irag Mrvi1,integral membrane
496,ENSMUSG00000005615,Pcyt1a Ctpct Pcyt1,nucleus
497,ENSMUSG00000005621,Znf592 Kiaa0211 Zfp592,nucleus
498,ENSMUSG00000005625,Psmd4 Mcb1,nucleus
499,ENSMUSG00000005656,Snx6,nucleus
500,ENSMUSG00000005672,Kit Sl,cytoplasm
501,ENSMUSG00000005677,Nr1i3 Car,nucleus
502,ENSMUSG00000005682,Pan2 Kiaa0710 Usp52,nucleus
503,ENSMUSG00000005687,Bcas2 Dam1,nucleus
504,ENSMUSG00000005696,Sh2d1a Xlp,cytoplasm
505,ENSMUSG00000005698,Ctcf,nucleus
506,ENSMUSG00000005699,Pard6a Par6a,nucleus
507,ENSMUSG00000005716,Pvalb Pva,nucleus
508,ENSMUSG00000005732,Ranbp1 Htf9-a Htf9a,nucleus
509,ENSMUSG00000005763,Cd247 Cd3z Tcrz,integral membrane
510,ENSMUSG00000005779,Psmb4 Lmp3,nucleus
511,ENSMUSG00000005802,Slc30a4 Lm Znt4,integral membrane
512,ENSMUSG00000005804,Bloc1s6 P2 Pa Pldn,cytoplasm
513,ENSMUSG00000005813,Metap1,cytoplasm
514,ENSMUSG00000005823,Gpr108 Lustr2,integral membrane
515,ENSMUSG00000005824,Tnfsf14 Light,integral membrane
516,ENSMUSG00000005836,Gata6,nucleus
517,ENSMUSG00000005886,Ncoa2 Grip1 Src2 Tif2,nucleus
518,ENSMUSG00000005892,Trh,nucleus
519,ENSMUSG00000005897,Nr2c1 Tr2 Tr2-11,nucleus
520,ENSMUSG00000005899,Smpd4 Kiaa1418,integral membrane
521,ENSMUSG00000005907,Pex1,cytoplasm
522,ENSMUSG00000005917,Otx1 Otx-1,nucleus
523,ENSMUSG00000005936,Kctd20,cytoplasm
524,ENSMUSG00000005949,Ctns,integral membrane
525,ENSMUSG00000005951,Shpk Carkl,cytoplasm
526,ENSMUSG00000005952,Trpv1,integral membrane
527,ENSMUSG00000005968,Tuft1,cytoplasm
528,ENSMUSG00000005980,Dnase1 Dnl1,nucleus
529,ENSMUSG00000005986,Ankrd13d,cytoplasm
530,ENSMUSG00000005994,Tyrp1 Tyrp-1,integral membrane
531,ENSMUSG00000006005,Tpr,nucleus
532,ENSMUSG00000006007,Pdc Rpr1,nucleus
533,ENSMUSG00000006010,Odr4,integral membrane
534,ENSMUSG00000006050,Sra1,nucleus
535,ENSMUSG00000006056,Calcoco2 Ndp52 Ndp52l1,cytoplasm
536,ENSMUSG00000006058,Snf8 D11Moh34,nucleus
537,ENSMUSG00000006095,Tbcb Ckap1,cytoplasm
538,ENSMUSG00000006127,Inpp5k Pps Skip,nucleus
539,ENSMUSG00000006134,Crkl Crkol,cytoplasm
540,ENSMUSG00000006191,Cdkal1,integral membrane
541,ENSMUSG00000006215,Zbtb17 Zfp100 Znf151,nucleus
542,ENSMUSG00000006219,Fblim1 Cal,cytoplasm
543,ENSMUSG00000006221,Hspb7 Cvhsp Hsp25-2,nucleus
544,ENSMUSG00000006235,Epor,integral membrane
545,ENSMUSG00000006262,Mob1b Mobkl1a,nucleus
546,ENSMUSG00000006270,Vax1,nucleus
547,ENSMUSG00000006273,Atp6v1b2 Atp6b2 Vat2,integral membrane
548,ENSMUSG00000006276,Eps15l1 Eps15-rs Eps15R,nucleus
549,ENSMUSG00000006281,Tep1 Tp1,cytoplasm
550,ENSMUSG00000006288,Ttc5 Strap,nucleus
551,ENSMUSG00000006304,Arpc2,nucleus
552,ENSMUSG00000006307,Kmt2b Mll2 Trx2 Wbp7,nucleus
553,ENSMUSG00000006310,Zbtb32 Rog Tzfp,nucleus
554,ENSMUSG00000006311,Etv2 Er71 Etsrp71,nucleus
555,ENSMUSG00000006313,Upk1a,integral membrane
556,ENSMUSG00000006315,Tmem147,integral membrane
557,ENSMUSG00000006333,Rps9,cytoplasm
558,ENSMUSG00000006335,Tfpt Amida,nucleus
559,ENSMUSG00000006342,Susd2,integral membrane
560,ENSMUSG00000006344,Ggt5 Ggtla1,integral membrane
561,ENSMUSG00000006360,Crip1 Crip,cytoplasm
562,ENSMUSG00000006362,Cbfa2t3 Cbfa2t3h Mtgr2,nucleus
563,ENSMUSG00000006373,Pgrmc1 Pgrmc,integral membrane
564,ENSMUSG00000006386,Tek Hyk Tie-2 Tie2,integral membrane
565,ENSMUSG00000006389,Mpl Tpor,integral membrane
566,ENSMUSG00000006411,Nectin4 Lnir Prr4 Pvrl4,integral membrane
567,ENSMUSG00000006412,Pfdn2 Pfd2,nucleus
568,ENSMUSG00000006418,Rnf114 Zfp228 Zfp313 Znf228 Znf313,nucleus
569,ENSMUSG00000006423,Steep1,nucleus
570,ENSMUSG00000006435,Neurl1 Neurl Neurl1a,cytoplasm
571,ENSMUSG00000006456,Rbm14,nucleus
572,ENSMUSG00000006463,Zdhhc24,integral membrane
573,ENSMUSG00000006469,Slc34a3 Npt2c,integral membrane
574,ENSMUSG00000006471,Ndor1,cytoplasm
575,ENSMUSG00000006476,Nsmf Jac Nelf,nucleus
576,ENSMUSG00000006519,Cyba,nucleus
577,ENSMUSG00000006526,Stimate Tmem110,integral membrane
578,ENSMUSG00000006527,Sfmbt1,nucleus
579,ENSMUSG00000006542,Prkag3,nucleus
580,ENSMUSG00000006567,Atp7b Wnd,integral membrane
581,ENSMUSG00000006576,Slc4a3 Ae3,integral membrane
582,ENSMUSG00000006585,Cdt1 Ris2,nucleus
583,ENSMUSG00000006586,Runx1t1 Cbfa2t1 Cbfa2t1h Mtg8,nucleus
584,ENSMUSG00000006587,Snai3 Smuc Zfp293,nucleus
585,ENSMUSG00000006589,Aprt,cytoplasm
586,ENSMUSG00000006611,Hfe Mr2,integral membrane
587,ENSMUSG00000006641,Slc5a6,integral membrane
588,ENSMUSG00000006642,Tcf23 Out,nucleus
589,ENSMUSG00000006649,Nphs1 Nphn,integral membrane
590,ENSMUSG00000006675,P4htm Ph4,integral membrane
591,ENSMUSG00000006676,Usp19 Kiaa0891,integral membrane
592,ENSMUSG00000006678,Pola1 Pola,nucleus
593,ENSMUSG00000006699,Cdc42,cytoplasm
594,ENSMUSG00000006705,Pknox1,nucleus
595,ENSMUSG00000006711,Kiaa0319,integral membrane
596,ENSMUSG00000006715,Gmnn,nucleus
597,ENSMUSG00000006717,Acot13 Them2,nucleus
598,ENSMUSG00000006720,Zfp184,nucleus
599,ENSMUSG00000006724,Cyp27b1 Cyp27b Cyp40,cytoplasm
600,ENSMUSG00000006728,Cdk4 Crk3,nucleus
601,ENSMUSG00000006732,Mettl1,nucleus
602,ENSMUSG00000006740,Kif5b Khcs Kns1,cytoplasm
603,ENSMUSG00000006763,Saal1,nucleus
604,ENSMUSG00000006782,Cnp Cnp1,cytoplasm
605,ENSMUSG00000006784,Odad4 Ttc25,cytoplasm
606,ENSMUSG00000006818,Sod2 Sod-2,cytoplasm
607,ENSMUSG00000006850,Tmco6,integral membrane
608,ENSMUSG00000006920,Ezh1 Enx2,nucleus
609,ENSMUSG00000006930,Hap1,cytoplasm
610,ENSMUSG00000006932,Ctnnb1 Catnb,nucleus
611,ENSMUSG00000006998,Psmd2,nucleus
612,ENSMUSG00000007021,Syngr3,integral membrane
613,ENSMUSG00000007033,Hspa1l Hsc70t,nucleus
614,ENSMUSG00000007034,Slc44a4 Ctl4 Ng22 TPPT1,integral membrane
615,ENSMUSG00000007036,Abhd16a Bat5 Ng26,integral membrane
616,ENSMUSG00000007038,Neu1 Neu,cytoplasm
617,ENSMUSG00000007041,Clic1,nucleus
618,ENSMUSG00000007050,Lsm2 G7b,nucleus
619,ENSMUSG00000007080,Pole Pole1,nucleus
620,ENSMUSG00000007097,Atp1a2,cytoplasm
621,ENSMUSG00000007122,Casq1,cytoplasm
622,ENSMUSG00000007207,Stx1a,integral membrane
623,ENSMUSG00000007216,Znf775 Zfp775,nucleus
624,ENSMUSG00000007411,Mark3 Emk2 Mpk10,cytoplasm
625,ENSMUSG00000007415,Gatad1 Odag,nucleus
626,ENSMUSG00000007458,M6pr 46mpr,integral membrane
627,ENSMUSG00000007480,Mc5r,integral membrane
628,ENSMUSG00000007564,Ppp2r1a,nucleus
629,ENSMUSG00000007591,Tssk4 Tssk5,nucleus
630,ENSMUSG00000007610,Gtpbp3,nucleus
631,ENSMUSG00000007613,Tgfbr1,nucleus
632,ENSMUSG00000007617,Homer1 Vesl1,cytoplasm
633,ENSMUSG00000007646,Rad51c Rad51l2,nucleus
634,ENSMUSG00000007655,Cav1 Cav,integral membrane
635,ENSMUSG00000007656,Arpp19,cytoplasm
636,ENSMUSG00000007659,Bcl2l1 Bcl2l Bclx,integral membrane
637,ENSMUSG00000007670,Khsrp Fubp2,nucleus
638,ENSMUSG00000007682,Dio2,integral membrane
639,ENSMUSG00000007815,Rhoa Arha Arha2,nucleus
640,ENSMUSG00000007817,Zmiz1 Rai17 Zimp10,nucleus
641,ENSMUSG00000007836,Hnrnpa0 Hnrpa0,nucleus
642,ENSMUSG00000007837,Prrg2 N4wbp1,integral membrane
643,ENSMUSG00000007850,Hnrnph1 Hnrph Hnrph1,nucleus
644,ENSMUSG00000007867,Ift43,cytoplasm
645,ENSMUSG00000007872,Id3 Hlh462 Id-3 Idb3,nucleus
646,ENSMUSG00000007907,Cabs1,cytoplasm
647,ENSMUSG00000007946,Phox2a Arix Phox2 Pmx2 Pmx2a,nucleus
648,ENSMUSG00000007989,Fzd3,integral membrane
649,ENSMUSG00000008035,Mid1ip1 Mig12,nucleus
650,ENSMUSG00000008136,Fhl2,nucleus
651,ENSMUSG00000008140,Emc10 Hsm1 Inm02,integral membrane
652,ENSMUSG00000008193,Spib,nucleus
653,ENSMUSG00000008206,Cers4 Lass4 Trh1,integral membrane
654,ENSMUSG00000008301,Phax Rnuxa,nucleus
655,ENSMUSG00000008305,Tle1 Grg1,nucleus
656,ENSMUSG00000008318,Relt Tnfrsf19l,integral membrane
657,ENSMUSG00000008333,Snrpb2,nucleus
658,ENSMUSG00000008348,Ubc,nucleus
659,ENSMUSG00000008373,Prpf31 Prp31,nucleus
660,ENSMUSG00000008384,Sertad1 Sei1,nucleus
661,ENSMUSG00000008393,Carhsp1,cytoplasm
662,ENSMUSG00000008398,Elk3 Erp Net,nucleus
663,ENSMUSG00000008429,Herpud2 MNCb-2040,integral membrane
664,ENSMUSG00000008438,Adam21 Adam31,integral membrane
665,ENSMUSG00000008461,Fut1,integral membrane
666,ENSMUSG00000008475,Arpc5,nucleus
667,ENSMUSG00000008482,Rnf151,nucleus
668,ENSMUSG00000008496,Pou2f2 Oct2 Otf2,nucleus
669,ENSMUSG00000008540,Mgst1,integral membrane
670,ENSMUSG00000008575,Nfib,nucleus
671,ENSMUSG00000008604,Ubqln4 Cip75 Ubin,nucleus
672,ENSMUSG00000008658,Rbfox1 A2bp A2bp1 Fox1 MNCb-3035,nucleus
673,ENSMUSG00000008668,Rps18,nucleus
674,ENSMUSG00000008682,Rpl10 Qm,nucleus
675,ENSMUSG00000008683,Rps15a,cytoplasm
676,ENSMUSG00000008690,Ncaph2 D15Ertd785e,nucleus
677,ENSMUSG00000008730,Hipk1 Kiaa0630 Myak Nbak2,nucleus
678,ENSMUSG00000008734,Gprc5b Raig2,integral membrane
679,ENSMUSG00000008763,Man1a2 Man1b,integral membrane
680,ENSMUSG00000008843,Cldn13,integral membrane
681,ENSMUSG00000008845,Cd163 M130,integral membrane
682,ENSMUSG00000008958,Vps72 Tcfl1 Yl1,nucleus
683,ENSMUSG00000008976,Gabpa E4tf1a,nucleus
684,ENSMUSG00000009013,Dynll1 Dlc1 Dncl1 Dnclc1,nucleus
685,ENSMUSG00000009030,Pdcl PhLP1,cytoplasm
686,ENSMUSG00000009035,Tmem184b,integral membrane
687,ENSMUSG00000009073,Nf2 Nf-2,nucleus
688,ENSMUSG00000009075,Cabp7 Caln2,integral membrane
689,ENSMUSG00000009079,Ewsr1 Ews Ewsh,nucleus
690,ENSMUSG00000009093,Gstt4,cytoplasm
691,ENSMUSG00000009112,Bcl2l13 Mil1,integral membrane
692,ENSMUSG00000009216,Fam163b,integral membrane
693,ENSMUSG00000009248,Ascl2 Mash2,nucleus
694,ENSMUSG00000009291,Pttg1ip,integral membrane
695,ENSMUSG00000009378,Slc16a12 Mct12,integral membrane
696,ENSMUSG00000009406,Elk1,nucleus
697,ENSMUSG00000009418,Nav1 Kiaa1151 Pomfil3,cytoplasm
698,ENSMUSG00000009470,Tnpo1 Kpnb2,nucleus
699,ENSMUSG00000009471,Myod1 Myod,nucleus
700,ENSMUSG00000009535,Rnmt Kiaa0398,nucleus
701,ENSMUSG00000009545,Kcnq1 Kcna9 Kvlqt1,integral membrane
702,ENSMUSG00000009549,Srp14,nucleus
703,ENSMUSG00000009555,Cdk9,nucleus
704,ENSMUSG00000009566,Fpgs,cytoplasm
705,ENSMUSG00000009575,Cbx5 Hp1a,nucleus
706,ENSMUSG00000009580,Odam Apin,nucleus
707,ENSMUSG00000009585,Apobec3,nucleus
708,ENSMUSG00000009588,St6galnac1 Siat7a,integral membrane
709,ENSMUSG00000009596,Taf7l Taf2q,nucleus
710,ENSMUSG00000009614,Sardh,cytoplasm
711,ENSMUSG00000009621,Vav2,cytoplasm
712,ENSMUSG00000009628,Tex15,nucleus
713,ENSMUSG00000009630,Ppp2cb,nucleus
714,ENSMUSG00000009640,Dmap1 Mmtr,nucleus
715,ENSMUSG00000009681,Bcr Kiaa3017,cytoplasm
716,ENSMUSG00000009687,Fxyd5 Oit2,integral membrane
717,ENSMUSG00000009731,Kcnd1,integral membrane
718,ENSMUSG00000009733,Tfcp2 Tcfcp2,nucleus
719,ENSMUSG00000009739,Pou6f1 Emb,nucleus
720,ENSMUSG00000009741,Ubp1 Cp2b Nf2d9,nucleus
721,ENSMUSG00000009772,Nuak2 Omphk2,nucleus
722,ENSMUSG00000009828,Cilk1 Ick,nucleus
723,ENSMUSG00000009876,Cox4i2 Cox4b,integral membrane
724,ENSMUSG00000009905,Kdsr Fvt1,integral membrane
725,ENSMUSG00000009907,Vps4b Skd1,nucleus
726,ENSMUSG00000009927,Rps25,nucleus
727,ENSMUSG00000010025,Aldh3a2 Ahd-3 Ahd3 Aldh3 Aldh4,integral membrane
728,ENSMUSG00000010044,Zmynd10 Blu,cytoplasm
729,ENSMUSG00000010045,Tmem115 Pl6,integral membrane
730,ENSMUSG00000010047,Hyal2,cytoplasm
731,ENSMUSG00000010051,Hyal1,cytoplasm
732,ENSMUSG00000010067,Rassf1,nucleus
733,ENSMUSG00000010080,Epn3,nucleus
734,ENSMUSG00000010086,Rnf112 Bfp Znf179,integral membrane
735,ENSMUSG00000010095,Slc3a2 Mdu1,integral membrane
736,ENSMUSG00000010097,Nxf1 Tap,nucleus
737,ENSMUSG00000010110,Stx5 Stx5a,integral membrane
738,ENSMUSG00000010122,Slc47a1 Mate1,integral membrane
739,ENSMUSG00000010136,Pifo,nucleus
740,ENSMUSG00000010175,Prox1,nucleus
741,ENSMUSG00000010205,Raver1 Kiaa1978,nucleus
742,ENSMUSG00000010290,,nucleus
743,ENSMUSG00000010307,Tmem86a,integral membrane
744,ENSMUSG00000010342,Tex14,cytoplasm
745,ENSMUSG00000010358,Ifi35 Ifp35,nucleus
746,ENSMUSG00000010376,Nedd8 Nedd-8,nucleus
747,ENSMUSG00000010392,Gosr1 Gs28,integral membrane
748,ENSMUSG00000010461,Eya4,nucleus
749,ENSMUSG00000010476,Ebf3 Coe3,nucleus
750,ENSMUSG00000010505,Myt1 Kiaa0835 Nzf2,nucleus
751,ENSMUSG00000010517,Faf1,nucleus
752,ENSMUSG00000010538,Tsacc,cytoplasm
753,ENSMUSG00000010554,Mettl16 Mett10d,nucleus
754,ENSMUSG00000010592,Dazl Dazl1 Dazla,nucleus
755,ENSMUSG00000010607,Pigy Pigyl,integral membrane
756,ENSMUSG00000010608,Rbm25,cytoplasm
757,ENSMUSG00000010660,Plcd1 Plcd,nucleus
758,ENSMUSG00000010663,Fads1,integral membrane
759,ENSMUSG00000010751,Tnfrsf22 Dctrailr2 Tnfrh2 Tnfrsf1al2,integral membrane
760,ENSMUSG00000010755,Cars1 Cars,cytoplasm
761,ENSMUSG00000010760,Phlda2 Ipl Tssc3,cytoplasm
762,ENSMUSG00000010796,Asz1 Gasz,cytoplasm
763,ENSMUSG00000010797,Wnt2 Irp Wnt-2,cytoplasm
764,ENSMUSG00000010830,Kdelr3,integral membrane
765,ENSMUSG00000010911,Apip Mmrp19,cytoplasm
766,ENSMUSG00000011008,Mcoln2,integral membrane
767,ENSMUSG00000011096,Akt1s1 Pras,nucleus
768,ENSMUSG00000011114,Tbrg1 Niam,nucleus
769,ENSMUSG00000011118,Panx3,integral membrane
770,ENSMUSG00000011148,Adss1 Adssl1,cytoplasm
771,ENSMUSG00000011171,Vipr2,integral membrane
772,ENSMUSG00000011179,Odc1 Odc,cytoplasm
773,ENSMUSG00000011256,Adam19 Mltnb,integral membrane
774,ENSMUSG00000011267,Znf296 Zfp296,nucleus
775,ENSMUSG00000011305,Plin5 Lsdp5 Mldp Oxpat Pat1,cytoplasm
776,ENSMUSG00000011349,Dmrtc2 Dmrt7,nucleus
777,ENSMUSG00000011486,Slc25a41 SCaMC3L,integral membrane
778,ENSMUSG00000011589,Fsd1,nucleus
779,ENSMUSG00000011658,Fuz,cytoplasm
780,ENSMUSG00000011752,Pgam1,nucleus
781,ENSMUSG00000011958,Bnip2 Nip2l,cytoplasm
782,ENSMUSG00000011960,Ccnt1,nucleus
783,ENSMUSG00000012017,Scarf2 Srec2,integral membrane
784,ENSMUSG00000012114,Med15 Pcqap,cytoplasm
785,ENSMUSG00000012126,Ubxn11 D4Bwg1540e Soc Ubxd5,cytoplasm
786,ENSMUSG00000012187,Mogat1 Dgat2l1,integral membrane
787,ENSMUSG00000012211,Tex22 Tep22,cytoplasm
788,ENSMUSG00000012296,Tjap1 Pilt Tjp4,cytoplasm
789,ENSMUSG00000012350,Ehf,nucleus
790,ENSMUSG00000012396,Nanog Ecat4 Enk,nucleus
791,ENSMUSG00000012405,Rpl15,nucleus
792,ENSMUSG00000012422,Tmem167a Tmem167,integral membrane
793,ENSMUSG00000012428,Steap4 Tiarp,integral membrane
794,ENSMUSG00000012429,Mplkip Ttdn1,nucleus
795,ENSMUSG00000012443,Kif11,nucleus
796,ENSMUSG00000012519,Mlkl,nucleus
797,ENSMUSG00000012520,Phox2b Pmx2b,nucleus
798,ENSMUSG00000012535,Tnpo3,cytoplasm
799,ENSMUSG00000012609,Ttll5 Kiaa0998,nucleus
800,ENSMUSG00000012705,Retn Fizz3,nucleus
801,ENSMUSG00000012777,Acp4 Acpt,integral membrane
802,ENSMUSG00000012819,Cdh23,integral membrane
803,ENSMUSG00000013089,Etv5,nucleus
804,ENSMUSG00000013091,Tmem190,integral membrane
805,ENSMUSG00000013275,Slc41a1,integral membrane
806,ENSMUSG00000013415,Igf2bp1 Vickz1,nucleus
807,ENSMUSG00000013483,Card14 Bimp2,cytoplasm
808,ENSMUSG00000013495,Tmem175,integral membrane
809,ENSMUSG00000013523,Bcas1 Nabc1,cytoplasm
810,ENSMUSG00000013584,Aldh1a2 Aldh1a7 Raldh2,cytoplasm
811,ENSMUSG00000013622,Atraid Apr3,integral membrane
812,ENSMUSG00000013629,Cad,nucleus
813,ENSMUSG00000013646,Sh3bp5l Kiaa1720,cytoplasm
814,ENSMUSG00000013662,Atad1,integral membrane
815,ENSMUSG00000013663,Pten Mmac1,nucleus
816,ENSMUSG00000013707,Tnfaip8l2,cytoplasm
817,ENSMUSG00000013787,Ehmt2 Bat8 G9a Ng36,nucleus
818,ENSMUSG00000013846,St3gal1 Siat4 Siat4a,integral membrane
819,ENSMUSG00000013858,Tmem259 ORF61,integral membrane
820,ENSMUSG00000013878,Rnf170,integral membrane
821,ENSMUSG00000013921,Clip3 Clipr59,nucleus
822,ENSMUSG00000013973,Dedd,cytoplasm
823,ENSMUSG00000013974,Mcemp1,integral membrane
824,ENSMUSG00000013997,Nit1,cytoplasm
825,ENSMUSG00000014030,Pax5 Pax-5,nucleus
826,ENSMUSG00000014039,Prdm15,nucleus
827,ENSMUSG00000014074,Rnf168,nucleus
828,ENSMUSG00000014077,Chp1 Chp Sid470,nucleus
829,ENSMUSG00000014195,Dnajc7 Ttc2,cytoplasm
830,ENSMUSG00000014198,Znf385c Zfp385c,nucleus
831,ENSMUSG00000014226,Cacybp Sip,nucleus
832,ENSMUSG00000014243,Zswim7 Sws1,nucleus
833,ENSMUSG00000014245,Pigl Gm737,integral membrane
834,ENSMUSG00000014301,Pam16 Magmas Tim16 Timm16,cytoplasm
835,ENSMUSG00000014303,Glis2 Gli5 Nkl,nucleus
836,ENSMUSG00000014313,Cox6c,integral membrane
837,ENSMUSG00000014329,Bicc1,cytoplasm
838,ENSMUSG00000014349,Ube2z D11Moh35,nucleus
839,ENSMUSG00000014351,Gip,cytoplasm
840,ENSMUSG00000014353,Tmem87b,integral membrane
841,ENSMUSG00000014355,Anapc1 Mcpr Tsg24,nucleus
842,ENSMUSG00000014361,Mertk Mer,cytoplasm
843,ENSMUSG00000014402,Tsg101,nucleus
844,ENSMUSG00000014426,Map3k4 Mekk4,cytoplasm
845,ENSMUSG00000014470,Rnf166,cytoplasm
846,ENSMUSG00000014503,Pkd2l2,integral membrane
847,ENSMUSG00000014547,Wdfy2,cytoplasm
848,ENSMUSG00000014554,Dguok Dgk,cytoplasm
849,ENSMUSG00000014592,Camta1 Kiaa0833,nucleus
850,ENSMUSG00000014599,Csf1 Csfm,integral membrane
851,ENSMUSG00000014601,Strip1 Fam40a Kiaa1761,nucleus
852,ENSMUSG00000014603,Alx3,nucleus
853,ENSMUSG00000014606,Slc25a11,integral membrane
854,ENSMUSG00000014668,Chfr,nucleus
855,ENSMUSG00000014704,Hoxa2 Hox-1.11 Hoxa-2,nucleus
856,ENSMUSG00000014725,Adam28,integral membrane
857,ENSMUSG00000014747,Ankrd53,cytoplasm
858,ENSMUSG00000014763,Fam120b Ccpg Kiaa1838,nucleus
859,ENSMUSG00000014767,Tbp Tfiid,nucleus
860,ENSMUSG00000014769,Psmb1,nucleus
861,ENSMUSG00000014773,Dll1,integral membrane
862,ENSMUSG00000014776,Nol3 Arc,cytoplasm
863,ENSMUSG00000014778,Fhod1 Fhos1,cytoplasm
864,ENSMUSG00000014791,Elmo3,cytoplasm
865,ENSMUSG00000014813,Stc1 Stc,nucleus
866,ENSMUSG00000014856,Tmem208,integral membrane
867,ENSMUSG00000014859,E2f4,nucleus
868,ENSMUSG00000014867,Surf4 Surf-4,integral membrane
869,ENSMUSG00000014905,Dnajb9,cytoplasm
870,ENSMUSG00000014956,Ppp1cb,nucleus
871,ENSMUSG00000015013,Trappc2l,nucleus
872,ENSMUSG00000015023,Ddx19a Ddx19 Eif4a-rs1,nucleus
873,ENSMUSG00000015053,Gata2,nucleus
874,ENSMUSG00000015085,Entpd2 Cd39l1,integral membrane
875,ENSMUSG00000015087,Rabl6 Parf,nucleus
876,ENSMUSG00000015092,Edf1,nucleus
877,ENSMUSG00000015093,Clic3,nucleus
878,ENSMUSG00000015094,Npdc1 Npdc-1,integral membrane
879,ENSMUSG00000015095,Fbxw5 Fbw5,cytoplasm
880,ENSMUSG00000015112,Slc25a13 Aralar2,integral membrane
881,ENSMUSG00000015120,Ube2i Ubc9 Ubce2i Ubce9,nucleus
882,ENSMUSG00000015126,Tsr3,cytoplasm
883,ENSMUSG00000015127,Unkl,nucleus
884,ENSMUSG00000015133,Lrrk1 Kiaa1790,cytoplasm
885,ENSMUSG00000015134,Aldh1a3 Aldh6 Raldh3,cytoplasm
886,ENSMUSG00000015143,Actn1,nucleus
887,ENSMUSG00000015149,Sirt2 Sir2l2,nucleus
888,ENSMUSG00000015165,Hnrnpl Hnrpl,nucleus
889,ENSMUSG00000015176,Nolc1 Kiaa0035,cytoplasm
890,ENSMUSG00000015202,Cnksr3,cytoplasm
891,ENSMUSG00000015214,Mtmr1,cytoplasm
892,ENSMUSG00000015217,Hmgb3 Hmg2a Hmg4,nucleus
893,ENSMUSG00000015222,Map2 Mtap2,cytoplasm
894,ENSMUSG00000015289,Lage3 Itba2,nucleus
895,ENSMUSG00000015290,Ubl4a Gdx Ubl4,nucleus
896,ENSMUSG00000015291,Gdi1 Rabgdia,cytoplasm
897,ENSMUSG00000015312,Gadd45b Myd118,nucleus
898,ENSMUSG00000015316,Slamf1 Slam,integral membrane
899,ENSMUSG00000015335,Zdhhc12,integral membrane
900,ENSMUSG00000015337,Endog,nucleus
901,ENSMUSG00000015340,Cybb Cgd,cytoplasm
902,ENSMUSG00000015342,Xk Xkh Xkr1 Xrg1,integral membrane
903,ENSMUSG00000015396,Cd83,integral membrane
904,ENSMUSG00000015401,Cltrn Nx17 Tmem27,integral membrane
905,ENSMUSG00000015405,Ace2,integral membrane
906,ENSMUSG00000015437,Gzmb Ctla-1 Ctla1,cytoplasm
907,ENSMUSG00000015441,Gzmf Ccp4 Ctla-7 Ctla7,cytoplasm
908,ENSMUSG00000015452,Ager Rage,integral membrane
909,ENSMUSG00000015468,Notch4 Int-3 Int3,integral membrane
910,ENSMUSG00000015478,Rnf5 Ng2,integral membrane
